human_resistance,gsr_average,emotion
-240,699,Üzgün Durum
31,20,Rahatlamış Durum
23,428,Mutlu Durum
-520,163,Üzgün Durum
23,143,Şaşırmış Durum
-54,14,Rahatlamış Durum
25,353,Mutlu Durum
-189,256,Üzgün Durum
-15,159,Heyecanlı Durum
-92,653,Sinirli Durum
-40,30,Rahatlamış Durum
16,395,Mutlu Durum
-1501,294,Üzgün Durum
-85,414,Sinirli Durum
-45,224,Sinirli Durum
-48,487,Sinirli Durum
-92,733,Sinirli Durum
-19,19,Rahatlamış Durum
15,171,Heyecanlı Durum
-36,156,Şaşırmış Durum
-10,33,Rahatlamış Durum
-2842,622,Üzgün Durum
-64,114,Heyecanlı Durum
-80,211,Heyecanlı Durum
-64,731,Sinirli Durum
-6,128,Heyecanlı Durum
-1272,119,Üzgün Durum
-2351,258,Üzgün Durum
-590,498,Üzgün Durum
-94,701,Sinirli Durum
-52,655,Sinirli Durum
-3081,747,Üzgün Durum
-42,33,Rahatlamış Durum
34,458,Mutlu Durum
3,58,Heyecanlı Durum
26,400,Mutlu Durum
4,217,Şaşırmış Durum
-62,539,Sinirli Durum
-13,163,Şaşırmış Durum
-1111,516,Üzgün Durum
-30,20,Rahatlamış Durum
-59,476,Sinirli Durum
10,184,Şaşırmış Durum
34,387,Mutlu Durum
-9,22,Rahatlamış Durum
18,478,Mutlu Durum
30,368,Mutlu Durum
-73,467,Sinirli Durum
17,128,Şaşırmış Durum
-1975,267,Üzgün Durum
-1113,747,Üzgün Durum
-51,723,Sinirli Durum
35,28,Rahatlamış Durum
35,442,Mutlu Durum
-69,681,Sinirli Durum
-9,185,Şaşırmış Durum
-39,284,Sinirli Durum
-334,459,Üzgün Durum
-24,96,Heyecanlı Durum
-88,100,Sinirli Durum
19,419,Mutlu Durum
24,417,Mutlu Durum
22,448,Mutlu Durum
-98,171,Sinirli Durum
-74,355,Sinirli Durum
16,141,Şaşırmış Durum
-1233,399,Üzgün Durum
-65,37,Rahatlamış Durum
20,442,Mutlu Durum
1,180,Şaşırmış Durum
-53,107,Sinirli Durum
22,36,Rahatlamış Durum
-21,27,Rahatlamış Durum
-78,808,Sinirli Durum
-48,28,Rahatlamış Durum
-83,601,Sinirli Durum
17,28,Rahatlamış Durum
16,352,Mutlu Durum
-2235,528,Üzgün Durum
18,401,Mutlu Durum
-1658,413,Üzgün Durum
15,19,Rahatlamış Durum
18,454,Mutlu Durum
-4,34,Rahatlamış Durum
-56,21,Rahatlamış Durum
22,440,Mutlu Durum
-23,206,Şaşırmış Durum
-81,492,Sinirli Durum
-11,160,Heyecanlı Durum
4,183,Şaşırmış Durum
-29,210,Heyecanlı Durum
-17,220,Şaşırmış Durum
2,21,Rahatlamış Durum
33,361,Mutlu Durum
32,368,Mutlu Durum
-1694,597,Üzgün Durum
-79,360,Sinirli Durum
-817,490,Üzgün Durum
-60,451,Sinirli Durum
-9,31,Rahatlamış Durum
-2846,446,Üzgün Durum
-94,598,Sinirli Durum
-2340,37,Üzgün Durum
-96,747,Sinirli Durum
-2,158,Şaşırmış Durum
-85,579,Sinirli Durum
6,149,Şaşırmış Durum
-1971,76,Üzgün Durum
-1588,479,Üzgün Durum
-16,251,Şaşırmış Durum
-86,185,Heyecanlı Durum
20,17,Rahatlamış Durum
-923,383,Üzgün Durum
-2899,111,Üzgün Durum
-30,34,Rahatlamış Durum
24,477,Mutlu Durum
-26,145,Şaşırmış Durum
-18,227,Şaşırmış Durum
-1389,418,Üzgün Durum
-39,24,Rahatlamış Durum
-40,476,Sinirli Durum
-7,34,Rahatlamış Durum
-51,134,Heyecanlı Durum
2,17,Rahatlamış Durum
34,390,Mutlu Durum
-93,401,Sinirli Durum
-92,617,Sinirli Durum
21,36,Rahatlamış Durum
19,387,Mutlu Durum
-36,97,Heyecanlı Durum
-31,192,Şaşırmış Durum
-34,146,Heyecanlı Durum
-81,173,Heyecanlı Durum
-84,776,Sinirli Durum
10,130,Şaşırmış Durum
-28,195,Şaşırmış Durum
-961,460,Üzgün Durum
-84,740,Sinirli Durum
-62,72,Heyecanlı Durum
-104,607,Sinirli Durum
-67,26,Rahatlamış Durum
-103,813,Sinirli Durum
14,18,Rahatlamış Durum
-762,327,Üzgün Durum
30,17,Rahatlamış Durum
-77,798,Sinirli Durum
15,172,Şaşırmış Durum
-48,31,Rahatlamış Durum
20,237,Şaşırmış Durum
-31,156,Şaşırmış Durum
17,172,Şaşırmış Durum
-53,87,Heyecanlı Durum
19,403,Mutlu Durum
-100,740,Sinirli Durum
-105,812,Sinirli Durum
21,434,Mutlu Durum
-3027,703,Üzgün Durum
-33,219,Şaşırmış Durum
20,108,Heyecanlı Durum
22,211,Şaşırmış Durum
-54,26,Rahatlamış Durum
-19,140,Heyecanlı Durum
-19,185,Şaşırmış Durum
16,445,Mutlu Durum
-6,145,Heyecanlı Durum
1,35,Rahatlamış Durum
-37,793,Sinirli Durum
23,34,Rahatlamış Durum
-73,195,Heyecanlı Durum
-39,164,Şaşırmış Durum
-101,658,Sinirli Durum
18,461,Mutlu Durum
0,167,Heyecanlı Durum
15,381,Mutlu Durum
-2834,147,Üzgün Durum
28,164,Şaşırmış Durum
-43,581,Sinirli Durum
25,141,Heyecanlı Durum
8,25,Rahatlamış Durum
-43,482,Sinirli Durum
-268,550,Üzgün Durum
-84,130,Sinirli Durum
13,205,Şaşırmış Durum
9,78,Heyecanlı Durum
-47,111,Heyecanlı Durum
-144,542,Üzgün Durum
27,732,Üzgün Durum
-11,161,Şaşırmış Durum
-60,15,Rahatlamış Durum
-73,563,Sinirli Durum
-7,238,Şaşırmış Durum
-105,429,Sinirli Durum
-22,248,Şaşırmış Durum
-48,12,Rahatlamış Durum
22,169,Şaşırmış Durum
-1,36,Rahatlamış Durum
-2620,639,Üzgün Durum
-40,157,Şaşırmış Durum
27,471,Mutlu Durum
35,33,Rahatlamış Durum
24,470,Mutlu Durum
-595,654,Üzgün Durum
15,363,Mutlu Durum
-65,11,Rahatlamış Durum
22,355,Mutlu Durum
-52,563,Sinirli Durum
-105,191,Heyecanlı Durum
22,144,Şaşırmış Durum
17,130,Şaşırmış Durum
-19,28,Rahatlamış Durum
-501,332,Üzgün Durum
-103,187,Heyecanlı Durum
-99,209,Heyecanlı Durum
-57,462,Sinirli Durum
-2171,658,Üzgün Durum
-29,36,Rahatlamış Durum
-42,83,Sinirli Durum
26,472,Mutlu Durum
-55,24,Rahatlamış Durum
15,180,Şaşırmış Durum
-13,258,Şaşırmış Durum
-38,19,Rahatlamış Durum
11,219,Heyecanlı Durum
-53,318,Sinirli Durum
-37,405,Sinirli Durum
24,424,Mutlu Durum
-98,452,Sinirli Durum
29,421,Mutlu Durum
32,57,Heyecanlı Durum
-65,14,Rahatlamış Durum
34,464,Mutlu Durum
-12,225,Şaşırmış Durum
-18,169,Heyecanlı Durum
-3,25,Rahatlamış Durum
-30,94,Heyecanlı Durum
-576,186,Üzgün Durum
-34,80,Heyecanlı Durum
-2392,399,Üzgün Durum
-23,242,Şaşırmış Durum
-38,15,Rahatlamış Durum
-2081,408,Üzgün Durum
-94,362,Sinirli Durum
2,168,Şaşırmış Durum
-3026,783,Üzgün Durum
18,163,Şaşırmış Durum
35,440,Mutlu Durum
-66,621,Sinirli Durum
5,167,Heyecanlı Durum
23,472,Mutlu Durum
20,469,Mutlu Durum
28,429,Mutlu Durum
-761,376,Üzgün Durum
-28,28,Rahatlamış Durum
-90,28,Sinirli Durum
-10,37,Rahatlamış Durum
14,254,Şaşırmış Durum
19,465,Mutlu Durum
14,133,Şaşırmış Durum
-12,20,Rahatlamış Durum
-49,157,Sinirli Durum
-1411,32,Üzgün Durum
-2588,490,Üzgün Durum
-1848,169,Üzgün Durum
6,16,Rahatlamış Durum
-2241,522,Üzgün Durum
-24,29,Rahatlamış Durum
-4,196,Heyecanlı Durum
-38,672,Sinirli Durum
-2762,204,Üzgün Durum
0,150,Şaşırmış Durum
-33,137,Şaşırmış Durum
10,182,Heyecanlı Durum
2,174,Heyecanlı Durum
-84,118,Üzgün Durum
-16,166,Şaşırmış Durum
-78,476,Sinirli Durum
20,449,Mutlu Durum
-249,469,Üzgün Durum
8,229,Şaşırmış Durum
-90,154,Sinirli Durum
-756,192,Üzgün Durum
-2,156,Şaşırmış Durum
31,409,Mutlu Durum
-65,15,Rahatlamış Durum
33,434,Mutlu Durum
20,16,Rahatlamış Durum
-91,117,Heyecanlı Durum
9,125,Heyecanlı Durum
18,458,Mutlu Durum
22,37,Rahatlamış Durum
10,34,Rahatlamış Durum
-69,684,Sinirli Durum
13,89,Heyecanlı Durum
-83,709,Sinirli Durum
23,423,Mutlu Durum
20,416,Mutlu Durum
-9,140,Şaşırmış Durum
-67,17,Rahatlamış Durum
-90,154,Sinirli Durum
-227,603,Üzgün Durum
23,420,Mutlu Durum
-87,253,Sinirli Durum
-47,156,Heyecanlı Durum
-101,506,Sinirli Durum
4,20,Rahatlamış Durum
-19,20,Rahatlamış Durum
-72,96,Heyecanlı Durum
-68,308,Sinirli Durum
21,471,Mutlu Durum
-4,19,Rahatlamış Durum
-61,15,Rahatlamış Durum
-105,133,Sinirli Durum
-67,317,Sinirli Durum
18,161,Şaşırmış Durum
-41,15,Rahatlamış Durum
-27,15,Rahatlamış Durum
-103,762,Sinirli Durum
-66,142,Sinirli Durum
-63,486,Sinirli Durum
-18,15,Rahatlamış Durum
15,429,Mutlu Durum
-31,27,Rahatlamış Durum
-1206,726,Üzgün Durum
-91,114,Heyecanlı Durum
-83,522,Sinirli Durum
7,171,Şaşırmış Durum
3,154,Şaşırmış Durum
-1861,779,Üzgün Durum
19,460,Mutlu Durum
-50,33,Rahatlamış Durum
-74,164,Sinirli Durum
-57,35,Rahatlamış Durum
19,383,Mutlu Durum
30,21,Rahatlamış Durum
-38,197,Şaşırmış Durum
-2080,265,Üzgün Durum
29,130,Heyecanlı Durum
-1842,555,Üzgün Durum
-4,18,Rahatlamış Durum
-851,65,Üzgün Durum
-2,154,Şaşırmış Durum
-39,180,Sinirli Durum
-42,374,Sinirli Durum
23,461,Mutlu Durum
-104,72,Sinirli Durum
-42,20,Rahatlamış Durum
-27,172,Şaşırmış Durum
-26,22,Rahatlamış Durum
-42,22,Rahatlamış Durum
13,12,Rahatlamış Durum
-2218,214,Üzgün Durum
-39,178,Şaşırmış Durum
-12,102,Heyecanlı Durum
12,30,Rahatlamış Durum
-36,135,Heyecanlı Durum
-62,28,Rahatlamış Durum
-92,550,Sinirli Durum
20,389,Mutlu Durum
-60,759,Sinirli Durum
-12,210,Şaşırmış Durum
-33,239,Şaşırmış Durum
31,400,Mutlu Durum
31,358,Mutlu Durum
-19,222,Şaşırmış Durum
-6,50,Heyecanlı Durum
16,356,Mutlu Durum
22,450,Mutlu Durum
28,371,Mutlu Durum
-34,252,Şaşırmış Durum
-52,575,Sinirli Durum
29,237,Şaşırmış Durum
-54,256,Sinirli Durum
19,456,Mutlu Durum
-155,342,Üzgün Durum
-63,27,Üzgün Durum
-56,478,Sinirli Durum
-93,674,Sinirli Durum
19,425,Mutlu Durum
-100,565,Sinirli Durum
-30,30,Rahatlamış Durum
-48,82,Heyecanlı Durum
-69,19,Rahatlamış Durum
-2485,750,Üzgün Durum
-66,628,Sinirli Durum
22,375,Mutlu Durum
-18,150,Şaşırmış Durum
-1735,654,Üzgün Durum
24,141,Şaşırmış Durum
-14,18,Rahatlamış Durum
-45,168,Heyecanlı Durum
-8,14,Rahatlamış Durum
29,257,Şaşırmış Durum
-46,43,Sinirli Durum
-22,122,Heyecanlı Durum
6,66,Heyecanlı Durum
0,139,Şaşırmış Durum
-90,140,Heyecanlı Durum
-41,29,Rahatlamış Durum
-41,395,Sinirli Durum
25,466,Mutlu Durum
24,451,Mutlu Durum
-70,16,Rahatlamış Durum
14,241,Şaşırmış Durum
-9,202,Şaşırmış Durum
-94,91,Sinirli Durum
-28,17,Rahatlamış Durum
23,366,Mutlu Durum
-100,196,Sinirli Durum
-32,24,Rahatlamış Durum
24,259,Şaşırmış Durum
28,389,Mutlu Durum
-68,434,Sinirli Durum
31,478,Mutlu Durum
-62,718,Sinirli Durum
-34,128,Şaşırmış Durum
-88,115,Sinirli Durum
-43,33,Rahatlamış Durum
-3198,673,Üzgün Durum
-2351,96,Üzgün Durum
-48,91,Heyecanlı Durum
19,167,Heyecanlı Durum
30,26,Rahatlamış Durum
-29,170,Şaşırmış Durum
-23,154,Şaşırmış Durum
-32,233,Şaşırmış Durum
-57,133,Heyecanlı Durum
35,438,Mutlu Durum
31,390,Mutlu Durum
-1256,256,Üzgün Durum
-76,188,Heyecanlı Durum
-1419,126,Üzgün Durum
35,428,Mutlu Durum
-45,310,Sinirli Durum
-78,502,Üzgün Durum
-103,217,Heyecanlı Durum
10,31,Rahatlamış Durum
-40,398,Sinirli Durum
28,369,Mutlu Durum
17,455,Mutlu Durum
34,14,Rahatlamış Durum
-101,334,Sinirli Durum
-28,185,Şaşırmış Durum
29,458,Mutlu Durum
31,440,Mutlu Durum
4,136,Şaşırmış Durum
-172,385,Üzgün Durum
25,375,Mutlu Durum
-96,257,Sinirli Durum
-324,77,Üzgün Durum
15,17,Rahatlamış Durum
20,400,Mutlu Durum
-33,227,Şaşırmış Durum
-31,209,Heyecanlı Durum
-9,244,Şaşırmış Durum
33,447,Mutlu Durum
-4,162,Heyecanlı Durum
-56,24,Rahatlamış Durum
19,130,Heyecanlı Durum
-70,169,Heyecanlı Durum
19,259,Şaşırmış Durum
-34,79,Heyecanlı Durum
9,196,Şaşırmış Durum
-206,621,Üzgün Durum
26,368,Mutlu Durum
-82,668,Sinirli Durum
-921,294,Üzgün Durum
34,36,Rahatlamış Durum
-19,56,Heyecanlı Durum
-51,119,Heyecanlı Durum
21,14,Rahatlamış Durum
-30,11,Rahatlamış Durum
-77,177,Heyecanlı Durum
27,461,Mutlu Durum
-30,207,Şaşırmış Durum
-22,214,Heyecanlı Durum
29,26,Rahatlamış Durum
-19,55,Heyecanlı Durum
-23,153,Şaşırmış Durum
-86,65,Heyecanlı Durum
1,231,Şaşırmış Durum
-6,156,Şaşırmış Durum
-79,718,Sinirli Durum
22,146,Şaşırmış Durum
-33,13,Rahatlamış Durum
-17,35,Rahatlamış Durum
16,198,Şaşırmış Durum
-2819,161,Üzgün Durum
13,162,Şaşırmış Durum
-65,19,Rahatlamış Durum
19,437,Mutlu Durum
-65,17,Rahatlamış Durum
-52,27,Rahatlamış Durum
-1305,666,Üzgün Durum
-95,209,Heyecanlı Durum
30,428,Mutlu Durum
-88,565,Sinirli Durum
20,456,Mutlu Durum
7,89,Heyecanlı Durum
-2964,188,Üzgün Durum
-5,252,Şaşırmış Durum
21,210,Şaşırmış Durum
12,188,Şaşırmış Durum
-2795,689,Üzgün Durum
-286,84,Üzgün Durum
22,357,Mutlu Durum
-50,234,Sinirli Durum
15,404,Mutlu Durum
-48,285,Sinirli Durum
-385,445,Üzgün Durum
-19,195,Heyecanlı Durum
-41,11,Rahatlamış Durum
32,132,Heyecanlı Durum
-36,130,Şaşırmış Durum
-15,247,Şaşırmış Durum
-19,170,Şaşırmış Durum
-1,121,Heyecanlı Durum
-3056,96,Üzgün Durum
23,437,Mutlu Durum
17,382,Mutlu Durum
23,376,Mutlu Durum
-57,18,Rahatlamış Durum
11,254,Şaşırmış Durum
19,37,Rahatlamış Durum
-2,27,Rahatlamış Durum
-40,148,Heyecanlı Durum
-380,331,Üzgün Durum
-66,36,Rahatlamış Durum
5,164,Şaşırmış Durum
16,464,Mutlu Durum
-85,165,Heyecanlı Durum
-96,28,Sinirli Durum
20,183,Şaşırmış Durum
29,365,Mutlu Durum
-26,215,Şaşırmış Durum
-100,166,Heyecanlı Durum
-53,151,Heyecanlı Durum
-1294,365,Üzgün Durum
34,377,Mutlu Durum
-14,190,Şaşırmış Durum
-27,195,Şaşırmış Durum
-67,159,Heyecanlı Durum
-39,142,Şaşırmış Durum
-70,453,Sinirli Durum
19,364,Mutlu Durum
-43,185,Sinirli Durum
-2266,96,Üzgün Durum
21,426,Mutlu Durum
10,225,Şaşırmış Durum
-1483,594,Üzgün Durum
28,178,Şaşırmış Durum
13,124,Heyecanlı Durum
19,431,Mutlu Durum
-27,142,Şaşırmış Durum
-62,194,Heyecanlı Durum
27,11,Rahatlamış Durum
-95,69,Sinirli Durum
-86,176,Sinirli Durum
35,369,Mutlu Durum
10,103,Heyecanlı Durum
-34,86,Heyecanlı Durum
-16,78,Heyecanlı Durum
-499,674,Üzgün Durum
-80,398,Sinirli Durum
12,17,Rahatlamış Durum
18,415,Mutlu Durum
-17,228,Şaşırmış Durum
22,32,Rahatlamış Durum
-87,62,Sinirli Durum
23,379,Mutlu Durum
27,399,Mutlu Durum
-1309,246,Üzgün Durum
-63,765,Üzgün Durum
23,34,Rahatlamış Durum
27,426,Mutlu Durum
14,31,Rahatlamış Durum
25,175,Şaşırmış Durum
-104,202,Heyecanlı Durum
-1596,752,Üzgün Durum
22,13,Rahatlamış Durum
-32,29,Rahatlamış Durum
2,141,Şaşırmış Durum
-1,26,Rahatlamış Durum
20,51,Heyecanlı Durum
-42,105,Heyecanlı Durum
32,459,Mutlu Durum
28,250,Şaşırmış Durum
-9,22,Rahatlamış Durum
-1879,506,Üzgün Durum
23,476,Mutlu Durum
-957,615,Üzgün Durum
-44,286,Sinirli Durum
-76,271,Sinirli Durum
16,405,Mutlu Durum
3,18,Rahatlamış Durum
-2507,309,Üzgün Durum
-37,343,Sinirli Durum
-64,809,Sinirli Durum
-317,519,Üzgün Durum
24,454,Mutlu Durum
-99,82,Heyecanlı Durum
35,432,Mutlu Durum
-14,136,Şaşırmış Durum
-53,158,Heyecanlı Durum
-22,255,Şaşırmış Durum
-14,188,Heyecanlı Durum
-32,23,Rahatlamış Durum
16,127,Şaşırmış Durum
23,393,Mutlu Durum
-1343,583,Üzgün Durum
27,380,Mutlu Durum
0,15,Rahatlamış Durum
-47,788,Sinirli Durum
-93,547,Sinirli Durum
-65,117,Heyecanlı Durum
-5,157,Heyecanlı Durum
34,368,Mutlu Durum
-1419,57,Üzgün Durum
-629,772,Üzgün Durum
30,11,Rahatlamış Durum
-860,601,Üzgün Durum
-1687,210,Üzgün Durum
27,456,Mutlu Durum
-6,136,Şaşırmış Durum
14,18,Rahatlamış Durum
-7,234,Şaşırmış Durum
-2,29,Rahatlamış Durum
-25,259,Şaşırmış Durum
28,164,Heyecanlı Durum
33,31,Rahatlamış Durum
-73,170,Sinirli Durum
-1312,71,Üzgün Durum
2,20,Rahatlamış Durum
-57,23,Rahatlamış Durum
-16,211,Şaşırmış Durum
-9,93,Heyecanlı Durum
30,474,Mutlu Durum
-298,617,Üzgün Durum
21,155,Heyecanlı Durum
10,247,Şaşırmış Durum
-31,179,Şaşırmış Durum
-5,133,Heyecanlı Durum
7,131,Şaşırmış Durum
-670,485,Üzgün Durum
-678,547,Üzgün Durum
-24,194,Şaşırmış Durum
-96,757,Sinirli Durum
-5,230,Şaşırmış Durum
-2,16,Rahatlamış Durum
-3231,156,Üzgün Durum
-3,135,Şaşırmış Durum
29,355,Mutlu Durum
-50,18,Rahatlamış Durum
20,387,Mutlu Durum
20,404,Mutlu Durum
-46,752,Sinirli Durum
-68,600,Sinirli Durum
-52,73,Heyecanlı Durum
-41,20,Rahatlamış Durum
-1897,123,Üzgün Durum
-787,792,Üzgün Durum
-83,558,Sinirli Durum
9,146,Şaşırmış Durum
-35,89,Sinirli Durum
-79,308,Sinirli Durum
-4,195,Şaşırmış Durum
-69,393,Sinirli Durum
-1045,309,Üzgün Durum
-21,23,Rahatlamış Durum
17,98,Heyecanlı Durum
-47,24,Rahatlamış Durum
-55,31,Rahatlamış Durum
-98,827,Sinirli Durum
-1707,662,Üzgün Durum
-68,812,Sinirli Durum
13,27,Rahatlamış Durum
-3,170,Şaşırmış Durum
-39,189,Şaşırmış Durum
-75,97,Heyecanlı Durum
-94,297,Sinirli Durum
-99,104,Heyecanlı Durum
-2180,185,Üzgün Durum
8,166,Şaşırmış Durum
-8,776,Üzgün Durum
-52,157,Heyecanlı Durum
-51,34,Rahatlamış Durum
-88,437,Sinirli Durum
22,416,Mutlu Durum
22,369,Mutlu Durum
-44,177,Heyecanlı Durum
34,14,Rahatlamış Durum
-11,11,Rahatlamış Durum
-34,238,Şaşırmış Durum
25,424,Mutlu Durum
-33,58,Heyecanlı Durum
-809,124,Üzgün Durum
16,459,Mutlu Durum
-6,256,Şaşırmış Durum
34,27,Rahatlamış Durum
-1542,655,Üzgün Durum
-90,129,Heyecanlı Durum
-50,25,Sinirli Durum
13,128,Şaşırmış Durum
-51,743,Sinirli Durum
19,387,Mutlu Durum
6,176,Şaşırmış Durum
-76,69,Sinirli Durum
-3107,453,Üzgün Durum
-13,165,Şaşırmış Durum
-2608,209,Üzgün Durum
27,467,Mutlu Durum
16,403,Mutlu Durum
-104,405,Sinirli Durum
-6,27,Rahatlamış Durum
-16,15,Rahatlamış Durum
-732,573,Üzgün Durum
-96,145,Heyecanlı Durum
-2161,700,Üzgün Durum
-91,120,Heyecanlı Durum
-50,184,Sinirli Durum
24,149,Heyecanlı Durum
-19,23,Rahatlamış Durum
35,451,Mutlu Durum
-11,28,Rahatlamış Durum
-99,69,Heyecanlı Durum
-38,27,Rahatlamış Durum
-66,397,Sinirli Durum
-2420,364,Üzgün Durum
28,350,Mutlu Durum
4,167,Heyecanlı Durum
-54,27,Rahatlamış Durum
22,465,Mutlu Durum
18,203,Şaşırmış Durum
16,389,Mutlu Durum
21,30,Rahatlamış Durum
-85,118,Heyecanlı Durum
26,412,Mutlu Durum
-7,20,Rahatlamış Durum
16,408,Mutlu Durum
-35,161,Sinirli Durum
-55,142,Heyecanlı Durum
-47,685,Sinirli Durum
-19,21,Rahatlamış Durum
-15,493,Üzgün Durum
7,218,Şaşırmış Durum
-31,142,Şaşırmış Durum
-35,36,Rahatlamış Durum
-1784,40,Üzgün Durum
16,408,Mutlu Durum
28,172,Şaşırmış Durum
9,80,Heyecanlı Durum
-1175,477,Üzgün Durum
-64,11,Rahatlamış Durum
-15,232,Şaşırmış Durum
-1659,336,Üzgün Durum
21,361,Mutlu Durum
-41,144,Heyecanlı Durum
-2966,554,Üzgün Durum
25,415,Mutlu Durum
-1801,57,Üzgün Durum
30,390,Mutlu Durum
-9,106,Heyecanlı Durum
32,126,Heyecanlı Durum
34,28,Rahatlamış Durum
-33,139,Şaşırmış Durum
-981,349,Üzgün Durum
21,409,Mutlu Durum
-83,708,Sinirli Durum
-1019,162,Üzgün Durum
-2224,713,Üzgün Durum
25,382,Mutlu Durum
9,114,Heyecanlı Durum
-41,144,Sinirli Durum
-27,175,Heyecanlı Durum
-104,561,Sinirli Durum
30,381,Mutlu Durum
-72,56,Heyecanlı Durum
21,376,Mutlu Durum
-45,518,Sinirli Durum
23,454,Mutlu Durum
-9,19,Rahatlamış Durum
11,26,Rahatlamış Durum
-8,226,Şaşırmış Durum
-49,65,Heyecanlı Durum
-998,288,Üzgün Durum
-15,61,Heyecanlı Durum
24,190,Şaşırmış Durum
-45,76,Heyecanlı Durum
26,174,Şaşırmış Durum
22,470,Mutlu Durum
19,410,Mutlu Durum
31,452,Mutlu Durum
34,473,Mutlu Durum
23,219,Heyecanlı Durum
15,217,Heyecanlı Durum
-44,332,Sinirli Durum
28,410,Mutlu Durum
15,240,Şaşırmış Durum
-98,184,Sinirli Durum
17,235,Şaşırmış Durum
-5,185,Şaşırmış Durum
26,238,Şaşırmış Durum
15,391,Mutlu Durum
-64,17,Rahatlamış Durum
-4,84,Heyecanlı Durum
-57,223,Sinirli Durum
33,370,Mutlu Durum
-55,15,Rahatlamış Durum
28,478,Mutlu Durum
-83,156,Heyecanlı Durum
-52,517,Sinirli Durum
-1105,661,Üzgün Durum
-58,53,Sinirli Durum
-28,28,Rahatlamış Durum
28,168,Şaşırmış Durum
32,457,Mutlu Durum
-48,113,Heyecanlı Durum
-88,55,Heyecanlı Durum
-67,148,Sinirli Durum
-56,17,Rahatlamış Durum
25,378,Mutlu Durum
27,22,Rahatlamış Durum
5,23,Rahatlamış Durum
-35,137,Şaşırmış Durum
-1784,597,Üzgün Durum
29,471,Mutlu Durum
-671,355,Üzgün Durum
13,191,Şaşırmış Durum
-5,19,Rahatlamış Durum
30,370,Mutlu Durum
-82,676,Sinirli Durum
-5,28,Rahatlamış Durum
-66,589,Sinirli Durum
32,447,Mutlu Durum
31,448,Mutlu Durum
-42,29,Rahatlamış Durum
-22,28,Rahatlamış Durum
-68,510,Sinirli Durum
-57,209,Heyecanlı Durum
-70,267,Sinirli Durum
2,202,Şaşırmış Durum
-35,180,Şaşırmış Durum
-2692,322,Üzgün Durum
-22,143,Şaşırmış Durum
-2538,175,Üzgün Durum
22,415,Mutlu Durum
-77,636,Sinirli Durum
-36,315,Sinirli Durum
-30,29,Rahatlamış Durum
-2,226,Şaşırmış Durum
21,453,Mutlu Durum
-6,204,Heyecanlı Durum
-89,579,Sinirli Durum
3,68,Heyecanlı Durum
23,375,Mutlu Durum
16,25,Rahatlamış Durum
-94,61,Heyecanlı Durum
33,365,Mutlu Durum
12,251,Şaşırmış Durum
32,475,Mutlu Durum
-82,179,Heyecanlı Durum
-1782,158,Üzgün Durum
-541,32,Üzgün Durum
-35,201,Şaşırmış Durum
-301,239,Üzgün Durum
-6,16,Rahatlamış Durum
-68,64,Heyecanlı Durum
-988,413,Üzgün Durum
-14,173,Şaşırmış Durum
19,385,Mutlu Durum
-61,18,Rahatlamış Durum
-55,20,Rahatlamış Durum
-104,19,Sinirli Durum
-42,63,Heyecanlı Durum
-37,259,Şaşırmış Durum
-3083,779,Üzgün Durum
-26,161,Heyecanlı Durum
-8,156,Şaşırmış Durum
-3141,693,Üzgün Durum
-3132,222,Üzgün Durum
-83,336,Sinirli Durum
32,368,Mutlu Durum
-1,13,Rahatlamış Durum
-56,584,Sinirli Durum
26,192,Şaşırmış Durum
